numeric_id,unique_id,original_id,display_name,type,category,disposition,target,authority,note,final_fcc13e_status,final_action
191,VXL_ITM_Weapon_IronSword,item.weapon.iron_sword,Iron Sword,item,Weapon / Melee,DEFER / EQUIPMENT REVIEW,Iron Sword,POC EVIDENCE,"Equipment concept may fit Leyforge, but exact POC object is not proven by FCC-12 and must not be auto-promoted.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
192,VXL_ITM_Weapon_WoodenBow,item.weapon.wooden_bow,Wooden Bow,item,Weapon / Ranged,DEFER / EQUIPMENT REVIEW,Wooden Bow,POC EVIDENCE,"Equipment concept may fit Leyforge, but exact POC object is not proven by FCC-12 and must not be auto-promoted.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
193,VXL_ITM_Ammo_ArrowBundle,item.ammo.arrow_bundle,Arrow Bundle,item,Ammo / Ranged,DEFER / EQUIPMENT REVIEW,Arrow Bundle,POC EVIDENCE,"Equipment concept may fit Leyforge, but exact POC object is not proven by FCC-12 and must not be auto-promoted.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
194,VXL_ITM_Weapon_ApprenticeStaff,item.weapon.apprentice_staff,Apprentice Staff,item,Weapon / Magic Focus,DEFER / EQUIPMENT REVIEW,Apprentice Staff,POC EVIDENCE,"Equipment concept may fit Leyforge, but exact POC object is not proven by FCC-12 and must not be auto-promoted.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
195,VXL_ITM_Equipment_WoodenShield,item.equipment.wooden_shield,Wooden Shield,item,Equipment / Shield,DEFER / EQUIPMENT REVIEW,Wooden Shield,POC EVIDENCE,"Equipment concept may fit Leyforge, but exact POC object is not proven by FCC-12 and must not be auto-promoted.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
196,VXL_ITM_Armour_LeatherTunic,item.armor.leather_tunic,Leather Tunic,item,Armour / Light,DEFER / EQUIPMENT REVIEW,Leather Tunic,POC EVIDENCE,"Equipment concept may fit Leyforge, but exact POC object is not proven by FCC-12 and must not be auto-promoted.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
197,VXL_ITM_Equipment_SmallBackpack,item.equipment.small_backpack,Small Backpack,item,Equipment / Carrying,DEFER / EQUIPMENT REVIEW,Small Backpack,POC EVIDENCE,"Equipment concept may fit Leyforge, but exact POC object is not proven by FCC-12 and must not be auto-promoted.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
198,VXL_MCH_MachineComponent_WoodenMachineFrame,item.component.machine_frame_wood,Wooden Machine Frame,item,Machine Component / Frame,COMPONENT REBIND,component object retaining actual source material,LOCKED FCC-12 + POC,Component is not a material family; exact component identity/recipe remains FCC-13C.,CANONICAL REBIND / GENERATED FORM / STATE,component object retaining actual source material. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
199,VXL_MCH_MachineComponent_CopperMachineFrame,item.component.machine_frame_copper,Copper Machine Frame,item,Machine Component / Frame,COMPONENT REBIND,component object retaining actual source material,LOCKED FCC-12 + POC,Component is not a material family; exact component identity/recipe remains FCC-13C.,CANONICAL REBIND / GENERATED FORM / STATE,component object retaining actual source material. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
200,VXL_MCH_MachineComponent_BasicMachineCore,item.component.machine_core_basic,Basic Machine Core,item,Machine Component / Core,COMPONENT / DEFER EXACT,Basic Machine Core,POC EVIDENCE,"Treat as a manufactured component, not material. Current sources do not by themselves prove the exact component survives unchanged.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
201,VXL_MCH_MachineComponent_ItemChuteSegment,item.component.chute_segment,Item Chute Segment,item,Machine Component / Logistics,COMPONENT REBIND CANDIDATE,Item Chute Segment,PROJECT SYSTEM + POC,Component relationship is plausible for established logistics systems; exact canonical identity remains FCC-13C.,CANONICAL REBIND / GENERATED FORM / STATE,Item Chute Segment. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
202,VXL_MCH_MachineComponent_IronMinerHead,item.component.miner_head_iron,Iron Miner Head,item,Machine Component / Mining,COMPONENT REBIND,component object retaining actual source material,LOCKED FCC-12 + POC,Component is not a material family; exact component identity/recipe remains FCC-13C.,CANONICAL REBIND / GENERATED FORM / STATE,component object retaining actual source material. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
203,VXL_MCH_MachineComponent_StoneFurnaceCore,item.component.furnace_core_stone,Stone Furnace Core,item,Machine Component / Processing,COMPONENT / DEFER EXACT,Stone Furnace Core,POC EVIDENCE,"Treat as a manufactured component, not material. Current sources do not by themselves prove the exact component survives unchanged.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
204,VXL_MCH_MachineComponent_ManaFurnaceCore,item.component.mana_furnace_core,Mana Furnace Core,item,Machine Component / Magic Processing,COMPONENT / DEFER EXACT,Mana Furnace Core,POC EVIDENCE,"Treat as a manufactured component, not material. Current sources do not by themselves prove the exact component survives unchanged.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
205,VXL_MCH_MagicComponent_WardLanternCore,item.component.ward_lantern_core,Ward Lantern Core,item,Magic Component / Defence,COMPONENT / DEFER EXACT,Ward Lantern Core,POC EVIDENCE,"Treat as a manufactured component, not material. Current sources do not by themselves prove the exact component survives unchanged.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
206,VXL_ITM_Currency_CopperTradeCoin,item.economy.trade_coin_copper,Copper Trade Coin,item,Currency / Economy,DEFER / ECONOMY BINDING,Copper Trade Coin,FCC-01 ECONOMY + POC,Currency is not universally fixed; this POC row must not become universal money by inheritance.,LEGACY ECONOMY OBJECT — NOT UNIVERSAL CURRENCY,Retain only with a defined issuer/economic context. Otherwise use compatibility/deprecated handling; never promote to universal legal tender by inheritance.
207,VXL_ITM_Economy_VillageSupplyToken,item.economy.village_supply_token,Village Supply Token,item,Economy / Village,DEFER / ECONOMY BINDING,Village Supply Token,FCC-01 ECONOMY + POC,Currency is not universally fixed; this POC row must not become universal money by inheritance.,LEGACY ECONOMY OBJECT — NOT UNIVERSAL CURRENCY,Retain only with a defined issuer/economic context. Otherwise use compatibility/deprecated handling; never promote to universal legal tender by inheritance.
208,VXL_ITM_QuestItem_BuilderRequestSlip,item.quest.builder_request_slip,Builder Request Slip,item,Quest Item / Village,DEFER / CONTENT REVIEW,Builder Request Slip,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
209,VXL_ITM_QuestItem_WarehouseCrateManifest,item.quest.warehouse_manifest,Warehouse Crate Manifest,item,Quest Item / Logistics,DEFER / CONTENT REVIEW,Warehouse Crate Manifest,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
210,VXL_ITM_MonsterDrop_GoblinScrap,item.loot.goblin_scrap,Goblin Scrap,item,Monster Drop / Material,HOLD / PERSONHOOD-CATEGORY REVIEW,Goblin Scrap,FCC-01 PERSONHOOD + POC,Goblin is a sapient ancestry; legacy 'Monster Drop' categorisation must not imply generic monster/dehumanised loot semantics.,CATEGORY MIGRATION + OWNER REVIEW,"Remove legacy Monster Drop ontology. Exact POC object is not auto-canonised; if retained by an owning content set, classify as cultural/faction equipment, salvage, trade good or circumstance-specific loot."
211,VXL_ITM_MonsterDrop_CrudeGoblinBlade,item.loot.crude_goblin_blade,Crude Goblin Blade,item,Monster Drop / Weapon,HOLD / PERSONHOOD-CATEGORY REVIEW,Crude Goblin Blade,FCC-01 PERSONHOOD + POC,Goblin is a sapient ancestry; legacy 'Monster Drop' categorisation must not imply generic monster/dehumanised loot semantics.,CATEGORY MIGRATION + OWNER REVIEW,"Remove legacy Monster Drop ontology. Exact POC object is not auto-canonised; if retained by an owning content set, classify as cultural/faction equipment, salvage, trade good or circumstance-specific loot."
212,VXL_ITM_MonsterDrop_WeakMonsterEssence,item.loot.monster_essence_low,Weak Monster Essence,item,Monster Drop / Magic,DEFER / LOOT REVIEW,Weak Monster Essence,POC EVIDENCE,Exact drop/creature provenance is not established by FCC-12.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
213,VXL_ITM_Knowledge_TornResearchPage,item.knowledge.torn_research_page,Torn Research Page,item,Knowledge / Research,DEFER / CONTENT REVIEW,Torn Research Page,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
214,VXL_ITM_Knowledge_BasicRuneNote,item.knowledge.basic_rune_note,Basic Rune Note,item,Knowledge / Recipe,DEFER / CONTENT REVIEW,Basic Rune Note,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
215,VXL_ITM_Knowledge_LocalMapFragment,item.knowledge.map_fragment_local,Local Map Fragment,item,Knowledge / Map,DEFER / CONTENT REVIEW,Local Map Fragment,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
216,VXL_ITM_RawResource_Gravel,item.resource.gravel,Gravel,item,Raw Resource / Loose,CATEGORY / FORM,composition-bearing Gravel class,LOCKED FCC-12,Exact underlying material follows composition.,CANONICAL REBIND / GENERATED FORM / STATE,composition-bearing Gravel class. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
217,VXL_ITM_RawResource_CommonHerb,item.resource.herb_common,Common Herb,item,Raw Resource / Alchemy,MATERIAL/FORM REVIEW,Common Herb,POC EVIDENCE + FCC-12,"Resolve underlying canonical material, form and transformation explicitly before rebinding.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
218,VXL_ITM_Food_CaveMushroom,item.resource.cave_mushroom,Cave Mushroom,item,Food / Alchemy Ingredient,RELATIONSHIP CLUSTER / REBIND,harvested Cave Mushroom product,FCC-12 + POC EVIDENCE,"Related to Block 59; lifecycle split candidate, not automatic merge.",CANONICAL REBIND / GENERATED FORM / STATE,harvested Cave Mushroom product. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
219,VXL_ITM_RawResource_Reed,item.resource.reed,Reed,item,Raw Resource / Plant,RELATIONSHIP CLUSTER / REBIND,harvested reed material/product,FCC-12 + POC EVIDENCE,Related to Block 58; harvested product may be distinct lifecycle representation.,CANONICAL REBIND / GENERATED FORM / STATE,harvested reed material/product. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
220,VXL_ITM_ProcessedMaterial_Paper,item.material.paper,Paper,item,Processed Material / Knowledge,MATERIAL/FORM REVIEW,Paper,POC EVIDENCE + FCC-12,"Resolve underlying canonical material, form and transformation explicitly before rebinding.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
221,VXL_ITM_ProcessedMaterial_BasicInk,item.material.ink_basic,Basic Ink,item,Processed Material / Writing,MATERIAL/FORM REVIEW,Basic Ink,POC EVIDENCE + FCC-12,"Resolve underlying canonical material, form and transformation explicitly before rebinding.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
222,VXL_ITM_ProcessedMaterial_Charcoal,item.material.charcoal,Charcoal,item,Processed Material / Fuel,PROCESSED MATERIAL / REBIND,Charcoal,CURRENT CANON,Canonical Overworld fuel; exact process binding belongs later FCC-13.,CANONICAL REBIND / GENERATED FORM / STATE,Charcoal. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
223,VXL_ITM_ConstructionMaterial_ClayBrick,item.material.clay_brick,Clay Brick,item,Construction Material / Brick,RELATIONSHIP CLUSTER / REBIND,fired ceramic/clay + brick form,FCC-12 + POC EVIDENCE,Related to Block 60.,CANONICAL REBIND / GENERATED FORM / STATE,fired ceramic/clay + brick form. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
224,VXL_ITM_ConstructionMaterial_ClayRoofTile,item.material.roof_tile_clay,Clay Roof Tile,item,Construction Material / Roof,MERGE / SINGLE-DEFINITION,ceramic/clay roof-tile object,FCC-12 SINGLE-DEFINITION,Pairs with legacy Block 61. Final Block/inventory projections must not create duplicate underlying objects.,CANONICAL REBIND / GENERATED FORM / STATE,ceramic/clay roof-tile object. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
225,VXL_ITM_ProcessedMaterial_Rope,item.material.rope,Rope,item,Processed Material / Fibre,FORM/PRODUCT REBIND,valid fibre/plant provider + authored form/product,LOCKED FCC-12,Underlying fibre/material must remain explicit; do not use generic Plant Fibre as universal identity.,CANONICAL REBIND / GENERATED FORM / STATE,valid fibre/plant provider + authored form/product. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
226,VXL_ITM_ProcessedMaterial_BasicCloth,item.material.cloth_basic,Basic Cloth,item,Processed Material / Textile,FORM/PRODUCT REBIND,valid fibre/plant provider + authored form/product,LOCKED FCC-12,Underlying fibre/material must remain explicit; do not use generic Plant Fibre as universal identity.,CANONICAL REBIND / GENERATED FORM / STATE,valid fibre/plant provider + authored form/product. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
227,VXL_ITM_ProcessedMaterial_Leather,item.material.leather,Leather,item,Processed Material / Hide,MATERIAL/FORM REVIEW,Leather,POC EVIDENCE + FCC-12,"Resolve underlying canonical material, form and transformation explicitly before rebinding.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
228,VXL_ITM_RefinedMaterial_SteelIngot,item.material.steel_ingot,Steel Ingot,item,Refined Material / Metal,FORM / REBIND CANONICAL,Steel + ingot form,LOCKED FCC-12,Steel is canonical/shared where equivalent; ingot is a physical/product form.,CANONICAL REBIND / GENERATED FORM / STATE,Steel + ingot form. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
229,VXL_ITM_MachineMaterial_SteelPlate,item.material.steel_plate,Steel Plate,item,Machine Material / Metal,FORM / REBIND CANONICAL,Steel + plate form,LOCKED FCC-12,Steel is canonical/shared where equivalent; plate is a physical/product form.,CANONICAL REBIND / GENERATED FORM / STATE,Steel + plate form. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
230,VXL_MCH_MachineComponent_IronGear,item.component.iron_gear,Iron Gear,item,Machine Component / Mechanical,COMPONENT REBIND,component object retaining actual source material,LOCKED FCC-12 + POC,Component is not a material family; exact component identity/recipe remains FCC-13C.,CANONICAL REBIND / GENERATED FORM / STATE,component object retaining actual source material. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
231,VXL_MCH_MachineComponent_WoodenGear,item.component.wooden_gear,Wooden Gear,item,Machine Component / Mechanical,COMPONENT REBIND,component object retaining actual source material,LOCKED FCC-12 + POC,Component is not a material family; exact component identity/recipe remains FCC-13C.,CANONICAL REBIND / GENERATED FORM / STATE,component object retaining actual source material. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
232,VXL_MCH_MachineComponent_WoodenShaft,item.component.shaft_wood,Wooden Shaft,item,Machine Component / Power,COMPONENT REBIND,component object retaining actual source material,LOCKED FCC-12 + POC,Component is not a material family; exact component identity/recipe remains FCC-13C.,CANONICAL REBIND / GENERATED FORM / STATE,component object retaining actual source material. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
233,VXL_MCH_MachineComponent_IronShaft,item.component.shaft_iron,Iron Shaft,item,Machine Component / Power,COMPONENT REBIND,component object retaining actual source material,LOCKED FCC-12 + POC,Component is not a material family; exact component identity/recipe remains FCC-13C.,CANONICAL REBIND / GENERATED FORM / STATE,component object retaining actual source material. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
234,VXL_MCH_MachineComponent_BeltRoll,item.component.belt_roll,Belt Roll,item,Machine Component / Logistics,COMPONENT REBIND CANDIDATE,Belt Roll,PROJECT SYSTEM + POC,Component relationship is plausible for established logistics systems; exact canonical identity remains FCC-13C.,CANONICAL REBIND / GENERATED FORM / STATE,Belt Roll. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
235,VXL_MCH_MachineComponent_ItemPipeSection,item.component.item_pipe_section,Item Pipe Section,item,Machine Component / Logistics,COMPONENT REBIND CANDIDATE,Item Pipe Section,PROJECT SYSTEM + POC,Component relationship is plausible for established logistics systems; exact canonical identity remains FCC-13C.,CANONICAL REBIND / GENERATED FORM / STATE,Item Pipe Section. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
236,VXL_MCH_MachineComponent_FluidPipeSection,item.component.fluid_pipe_section,Fluid Pipe Section,item,Machine Component / Fluid,COMPONENT REBIND CANDIDATE,Fluid Pipe Section,PROJECT SYSTEM + POC,Component relationship is plausible for established logistics systems; exact canonical identity remains FCC-13C.,CANONICAL REBIND / GENERATED FORM / STATE,Fluid Pipe Section. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
237,VXL_MCH_MachineComponent_FilterScreen,item.component.filter_screen,Filter Screen,item,Machine Component / Sorting,COMPONENT REBIND CANDIDATE,Filter Screen,PROJECT SYSTEM + POC,Component relationship is plausible for established logistics systems; exact canonical identity remains FCC-13C.,CANONICAL REBIND / GENERATED FORM / STATE,Filter Screen. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
238,VXL_MCH_MachineComponent_SorterCore,item.component.sorter_core,Sorter Core,item,Machine Component / Logic,COMPONENT REBIND CANDIDATE,Sorter Core,PROJECT SYSTEM + POC,Component relationship is plausible for established logistics systems; exact canonical identity remains FCC-13C.,CANONICAL REBIND / GENERATED FORM / STATE,Sorter Core. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
239,VXL_MCH_MachineComponent_WaterWheelAxle,item.component.water_wheel_axle,Water Wheel Axle,item,Machine Component / Power,COMPONENT REBIND,component object retaining actual source material,LOCKED FCC-12 + POC,Component is not a material family; exact component identity/recipe remains FCC-13C.,CANONICAL REBIND / GENERATED FORM / STATE,component object retaining actual source material. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
240,VXL_MCH_MachineComponent_WindmillSail,item.component.windmill_sail,Windmill Sail,item,Machine Component / Power,COMPONENT REBIND,component object retaining actual source material,LOCKED FCC-12 + POC,Component is not a material family; exact component identity/recipe remains FCC-13C.,CANONICAL REBIND / GENERATED FORM / STATE,component object retaining actual source material. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
241,VXL_MCH_MagicMachineComponent_ManaCoil,item.component.mana_coil,Mana Coil,item,Magic Machine Component / Power,COMPONENT / DEFER EXACT,Mana Coil,POC EVIDENCE,"Treat as a manufactured component, not material. Current sources do not by themselves prove the exact component survives unchanged.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
242,VXL_ITM_MagicMachineComponent_ManaBatteryCore,item.magic.mana_battery_core,Mana Battery Core,item,Magic Machine Component / Storage,COMPONENT / DEFER EXACT,Mana Battery Core,POC EVIDENCE,"Treat as a manufactured component, not material. Current sources do not by themselves prove the exact component survives unchanged.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
243,VXL_ITM_Tool_IronShovel,item.tool.shovel_iron,Iron Shovel,item,Tool / Shovel,DEFER / TOOL REVIEW,Iron Shovel,POC EVIDENCE,Tool family may be valid; exact POC tool identity/progression remains FCC-13/other content work unless separately locked.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
244,VXL_ITM_Tool_BasicHoe,item.tool.hoe_basic,Basic Hoe,item,Tool / Farming,DEFER / TOOL REVIEW,Basic Hoe,POC EVIDENCE,Tool family may be valid; exact POC tool identity/progression remains FCC-13/other content work unless separately locked.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
245,VXL_ITM_Tool_BasicSickle,item.tool.sickle_basic,Basic Sickle,item,Tool / Harvesting,DEFER / TOOL REVIEW,Basic Sickle,POC EVIDENCE,Tool family may be valid; exact POC tool identity/progression remains FCC-13/other content work unless separately locked.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
246,VXL_ITM_Tool_BasicSaw,item.tool.saw_basic,Basic Saw,item,Tool / Woodworking,DEFER / TOOL REVIEW,Basic Saw,POC EVIDENCE,Tool family may be valid; exact POC tool identity/progression remains FCC-13/other content work unless separately locked.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
247,VXL_ITM_Tool_MeasuringRope,item.tool.measuring_rope,Measuring Rope,item,Tool / Planning,DEFER / TOOL REVIEW,Measuring Rope,POC EVIDENCE,Tool family may be valid; exact POC tool identity/progression remains FCC-13/other content work unless separately locked.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
248,VXL_ITM_Weapon_StoneSpear,item.weapon.stone_spear,Stone Spear,item,Weapon / Melee,DEFER / EQUIPMENT REVIEW,Stone Spear,POC EVIDENCE,"Equipment concept may fit Leyforge, but exact POC object is not proven by FCC-12 and must not be auto-promoted.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
249,VXL_ITM_Weapon_IronSpear,item.weapon.iron_spear,Iron Spear,item,Weapon / Melee,DEFER / EQUIPMENT REVIEW,Iron Spear,POC EVIDENCE,"Equipment concept may fit Leyforge, but exact POC object is not proven by FCC-12 and must not be auto-promoted.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
250,VXL_ITM_Weapon_BasicCrossbow,item.weapon.crossbow_basic,Basic Crossbow,item,Weapon / Ranged,DEFER / EQUIPMENT REVIEW,Basic Crossbow,POC EVIDENCE,"Equipment concept may fit Leyforge, but exact POC object is not proven by FCC-12 and must not be auto-promoted.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
251,VXL_ITM_Ammo_BoltBundle,item.ammo.bolt_bundle,Bolt Bundle,item,Ammo / Ranged,DEFER / EQUIPMENT REVIEW,Bolt Bundle,POC EVIDENCE,"Equipment concept may fit Leyforge, but exact POC object is not proven by FCC-12 and must not be auto-promoted.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
252,VXL_ITM_Weapon_SparkWand,item.weapon.wand_spark,Spark Wand,item,Weapon / Magic Focus,DEFER / EQUIPMENT REVIEW,Spark Wand,POC EVIDENCE,"Equipment concept may fit Leyforge, but exact POC object is not proven by FCC-12 and must not be auto-promoted.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
